case_id,transaction_id,submission_datetime,submission_channel,customer_service_segment,transaction_datetime,transaction_type,transaction_amount_gbp,merchant_category,dispute_category,customer_sentiment,evidence_completeness,initial_evidence_count,priority,assigned_queue,case_status,first_response_datetime,resolution_datetime,sla_target_hours,manual_handoff_count,rework_count,customer_contact_count,customer_update_count,fraud_referral_flag,escalation_flag,complaint_flag,outcome,refund_amount_gbp,resolution_time_hours,first_response_time_hours,sla_breached_flag,data_quality_flag
PFXC-000524,TXN-0004990,2025-05-14T01:48:08,Email,Standard,2025-05-02T13:17:08,Card Purchase,72.77,Utilities,Delayed Refund,Neutral,Complete,3,Standard,Fraud Review,In Triage,2025-05-14T19:09:42,,120,2,2,3,3,Yes,Yes,No,Pending,0.00,,17.36,No,Valid
PFXC-000525,TXN-0008683,2026-02-12T06:56:53,Mobile,Standard,2025-12-30T20:14:53,Card Purchase,59.82,Utilities,Duplicate Debit,Neutral,Complete,2,Standard,Payment Operations,Resolved,2026-02-13T05:44:53,2026-02-12T21:20:06,120,1,0,1,1,No,No,No,Full Refund,59.82,14.39,22.80,No,Valid
PFXC-000526,TXN-0007252,2026-01-05T16:23:33,Call Centre,Assisted Digital,2025-12-30T16:42:33,Card Purchase,12.17,Utilities,Failed Payment,Frustrated,Partial,1,Standard,Technical Support,Rejected,2026-01-06T12:49:30,2026-01-12T18:57:08,120,2,2,4,1,No,Yes,Yes,No Refund,0.00,170.56,20.43,Yes,Valid
PFXC-000527,TXN-0011121,2026-03-06T18:37:26,Chat,Assisted Digital,2026-02-28T15:34:26,Direct Debit,365.29,Retail,Incorrect Amount,Frustrated,Partial,2,Standard,Payment Operations,Resolved,2026-03-07T14:17:02,2026-03-10T12:59:57,120,0,1,2,3,No,No,No,Full Refund,365.29,90.38,19.66,No,Valid
PFXC-000528,TXN-0001204,2025-02-21T15:06:58,Mobile,Standard,2025-02-12T05:56:58,Wallet Payment,97.67,Subscription,Failed Payment,Distressed,Partial,2,Standard,Technical Support,Rejected,2025-02-22T06:07:26,2025-02-27T16:10:32,120,1,2,4,1,No,No,No,No Refund,0.00,145.06,15.01,Yes,Valid
PFXC-000529,TXN-0004219,2025-06-17T18:42:07,Web,Standard,2025-05-18T07:54:07,Direct Debit,38.29,Other,Delayed Refund,Frustrated,Complete,3,Standard,Payment Operations,In Investigation,2025-06-18T09:33:24,,120,3,0,2,3,No,No,Yes,Pending,0.00,,14.85,No,Valid
PFXC-000530,TXN-0003763,2026-05-23T20:08:42,Web,Standard,2026-04-28T17:10:42,Cash Withdrawal,51.57,Retail,Delayed Refund,Frustrated,Complete,2,Standard,Payment Operations,Rejected,2026-05-24T07:27:55,2026-05-29T09:25:07,120,2,1,2,3,No,No,No,No Refund,0.00,133.27,11.32,Yes,Valid
PFXC-000531,TXN-0011333,2025-04-10T09:28:09,Call Centre,Assisted Digital,2025-04-06T17:27:09,Bank Transfer,46.37,Digital Services,Incorrect Amount,Neutral,Partial,2,Standard,Payment Operations,Rejected,2025-04-11T05:41:13,2025-04-14T16:41:49,120,0,0,2,3,No,No,No,No Refund,0.00,103.23,20.22,No,Valid
PFXC-000532,TXN-0002503,2025-01-25T06:13:15,Mobile,Standard,2024-12-22T02:59:15,Card Purchase,21.62,Travel,Merchant Non-confirmation,Distressed,Partial,1,Standard,Fraud Review,Resolved,2025-01-26T00:31:54,2025-02-03T06:21:49,120,0,1,6,3,Yes,Yes,No,Full Refund,21.62,216.14,18.31,Yes,Valid
PFXC-000533,TXN-0004388,2026-02-10T17:40:55,Web,Standard,2026-02-07T11:19:55,Bank Transfer,292.86,Other,Merchant Non-confirmation,Neutral,Missing,0,Standard,Fraud Review,Pending Customer,2026-02-11T08:26:35,,120,2,1,2,4,Yes,Yes,No,Pending,0.00,,14.76,No,Valid
PFXC-000534,TXN-0006439,2025-01-17T00:19:07,Call Centre,Assisted Digital,2024-11-30T12:30:07,Card Purchase,51.77,Travel,Delayed Refund,Frustrated,Complete,4,Standard,Payment Operations,Resolved,2025-01-17T19:50:13,2025-01-20T06:06:02,120,1,1,3,2,No,No,Yes,Full Refund,51.77,77.78,19.52,No,Valid
PFXC-000535,TXN-0007884,2026-06-28T00:59:52,Web,Vulnerable Support,2026-05-22T17:57:52,Bank Transfer,58.30,Retail,Duplicate Debit,Neutral,Complete,4,High,Refund Approval,Resolved,2026-06-28T08:25:07,2026-06-29T02:20:13,72,1,0,1,2,No,Yes,No,Full Refund,58.30,25.34,7.42,No,Valid
PFXC-000536,TXN-0009497,2025-12-28T23:18:08,Web,Standard,2025-10-31T12:24:08,Card Purchase,66.88,Retail,Cash Withdrawal Dispute,Frustrated,Complete,4,Low,Customer Service,Resolved,2025-12-30T03:29:24,2026-01-04T03:32:09,168,1,0,2,2,No,No,No,Full Refund,66.88,148.23,28.19,No,Valid
PFXC-000537,TXN-0006542,2025-07-18T10:21:45,Mobile,Assisted Digital,2025-05-24T16:25:45,Direct Debit,176.24,Retail,Duplicate Debit,Frustrated,Complete,4,Low,Payment Operations,In Investigation,2025-07-19T17:32:12,,168,2,1,3,1,No,No,No,Pending,0.00,,31.17,No,Valid
PFXC-000538,TXN-0000537,2025-10-21T10:16:55,Web,Standard,2025-10-10T20:33:55,Direct Debit,863.69,Utilities,Subscription Dispute,Distressed,Missing,0,Standard,Customer Service,Cancelled,2025-10-21T23:45:57,2025-10-29T12:17:56,120,2,0,4,2,No,No,No,Customer Withdrawn,0.00,194.02,13.48,Yes,Valid
PFXC-000539,TXN-0000297,2025-07-28T04:04:46,Web,Standard,2025-07-22T13:42:46,Card Purchase,22.82,Other,Failed Payment,Neutral,Complete,4,Standard,Complaints,Resolved,2025-07-28T16:37:31,2025-07-30T19:53:01,120,2,0,0,3,No,No,Yes,Full Refund,22.82,63.80,12.55,No,Valid
PFXC-000540,TXN-0004449,2025-11-13T05:55:19,Mobile,Standard,2025-10-17T02:36:19,Card Purchase,42.39,Retail,Unauthorised Transaction,Frustrated,Complete,3,Standard,Fraud Review,Resolved,2025-11-14T08:17:46,2025-11-20T20:59:29,120,1,2,3,3,Yes,Yes,No,Fraud Referral,0.00,183.07,26.37,Yes,Valid
PFXC-000541,TXN-0003240,2025-05-03T06:53:25,Mobile,Standard,2025-03-24T16:18:25,Card Purchase,88.15,Utilities,Subscription Dispute,Frustrated,Complete,4,Low,Customer Service,Resolved,2025-05-04T18:32:50,2025-05-10T16:18:48,168,4,1,3,6,No,No,No,Partial Refund,45.60,177.42,35.66,Yes,Valid
PFXC-000542,TXN-0006616,2026-03-31T00:24:10,Mobile,Standard,2026-03-18T03:19:10,Direct Debit,51.31,Digital Services,Duplicate Debit,Neutral,Partial,2,Low,Payment Operations,Cancelled,2026-04-01T03:39:51,2026-04-03T14:36:27,168,2,0,2,3,No,No,No,Duplicate Case,0.00,86.20,27.26,No,Valid
PFXC-000543,TXN-0003431,2025-06-07T10:24:34,Mobile,Standard,2025-05-01T23:35:34,Bank Transfer,18.76,Subscription,Duplicate Debit,Neutral,Complete,3,Standard,Payment Operations,Resolved,2025-06-08T05:28:19,2025-06-11T16:26:58,120,2,0,1,0,No,No,No,Full Refund,18.76,102.04,19.06,No,Valid
PFXC-000544,TXN-0009240,2026-03-24T20:30:08,Email,Standard,2026-02-13T13:50:08,Direct Debit,21.33,Retail,Merchant Non-confirmation,Frustrated,Complete,4,Standard,Technical Support,Cancelled,2026-03-25T14:23:29,2026-03-29T18:32:09,120,0,1,1,1,No,No,No,Customer Withdrawn,0.00,118.03,17.89,No,Valid
PFXC-000545,TXN-0004235,2025-06-30T11:45:15,Email,Standard,2025-05-07T00:09:15,Card Purchase,57.40,Retail,Subscription Dispute,Frustrated,Complete,2,Standard,Fraud Review,Resolved,2025-07-01T05:57:16,2025-07-08T07:36:19,120,2,0,2,3,Yes,Yes,Yes,Fraud Referral,0.00,187.85,18.20,Yes,Valid
PFXC-000546,TXN-0010817,2026-03-27T15:17:37,Call Centre,Standard,2026-02-18T20:32:37,Direct Debit,40.72,Other,Failed Payment,Neutral,Partial,2,Standard,Technical Support,Awaiting Evidence,2026-03-28T10:20:56,,120,2,1,1,2,No,No,No,Pending,0.00,,19.06,No,Valid
PFXC-000547,TXN-0007289,2025-11-14T21:59:20,Web,Assisted Digital,2025-11-02T13:47:20,Direct Debit,29.69,Subscription,Delayed Refund,Frustrated,Partial,1,Standard,Refund Approval,Resolved,2025-11-15T16:42:59,2025-11-19T09:48:14,120,2,1,1,3,No,Yes,No,Full Refund,29.69,107.82,18.73,No,Valid
PFXC-000548,TXN-0010636,2026-05-27T08:54:19,Web,Standard,2026-04-05T22:39:19,Wallet Payment,292.42,Travel,Subscription Dispute,Frustrated,Partial,1,Low,Customer Service,Resolved,2026-05-28T15:36:24,2026-06-01T02:38:58,168,1,1,3,0,No,No,Yes,Partial Refund,213.23,113.74,30.70,No,Valid
PFXC-000549,TXN-0003815,2025-01-24T05:44:15,Mobile,Vulnerable Support,2024-12-20T09:32:15,Direct Debit,35.53,Other,Merchant Non-confirmation,Neutral,Partial,1,High,Technical Support,Pending Merchant,2025-01-24T13:23:12,,72,0,0,2,3,No,No,Yes,Pending,0.00,,7.65,No,Valid
PFXC-000550,TXN-0007072,2026-04-07T02:56:29,Email,Standard,2026-03-24T02:40:29,Bank Transfer,333.55,Digital Services,Cash Withdrawal Dispute,Distressed,Partial,2,High,Customer Service,Cancelled,2026-04-07T15:27:42,2026-04-12T06:04:18,72,1,0,3,3,No,Yes,Yes,Customer Withdrawn,0.00,123.13,12.52,Yes,Valid
PFXC-000551,TXN-0000111,2025-09-14T11:57:38,Email,Standard,2025-08-14T21:46:38,Card Purchase,821.84,Travel,Unauthorised Transaction,Distressed,Partial,2,Standard,Complaints,Resolved,2025-09-15T02:16:24,2025-09-21T17:56:32,120,2,1,3,3,No,No,Yes,Fraud Referral,0.00,173.98,14.31,Yes,Valid
PFXC-000552,TXN-0009771,2026-06-23T22:49:49,Mobile,Standard,2026-06-21T13:21:49,Card Purchase,115.95,Cash Withdrawal,Cash Withdrawal Dispute,Frustrated,Missing,0,High,Customer Service,Awaiting Evidence,2026-06-24T05:11:35,,72,2,1,2,1,No,Yes,No,Pending,0.00,,6.36,No,Valid
PFXC-000553,TXN-0011618,2026-02-18T00:59:59,Call Centre,Standard,2025-12-20T14:26:59,Direct Debit,257.60,Subscription,Delayed Refund,Frustrated,Missing,0,Standard,Payment Operations,Pending Customer,2026-02-18T18:32:29,,120,1,1,3,2,No,No,No,Pending,0.00,,17.54,No,Valid
PFXC-000554,TXN-0007715,2025-04-29T15:55:41,Chat,Standard,2025-04-05T07:15:41,Cash Withdrawal,35.89,Retail,Delayed Refund,Frustrated,Complete,4,Standard,Payment Operations,Rejected,2025-04-30T14:36:52,2025-05-05T06:35:14,120,3,1,4,2,No,Yes,No,No Refund,0.00,134.66,22.69,Yes,Valid
PFXC-000555,TXN-0007457,2025-03-14T02:40:42,Call Centre,Assisted Digital,2025-01-21T20:36:42,Direct Debit,164.39,Digital Services,Unauthorised Transaction,Frustrated,Complete,2,High,Fraud Review,Resolved,2025-03-14T06:19:14,2025-03-22T05:13:31,72,2,0,2,3,Yes,No,No,Full Refund,164.39,194.55,3.64,Yes,Valid
PFXC-000556,TXN-0004017,2025-08-19T05:17:38,Chat,Standard,2025-07-23T15:17:38,Bank Transfer,61.82,Retail,Subscription Dispute,Distressed,Partial,2,Standard,Refund Approval,Resolved,2025-08-20T01:02:50,2025-08-25T02:40:02,120,1,1,4,3,No,Yes,No,Full Refund,61.82,141.37,19.75,Yes,Valid
PFXC-000557,TXN-0001290,2026-01-02T10:29:19,Web,Standard,2025-12-31T05:59:19,Card Purchase,32.92,Other,Duplicate Debit,Neutral,Complete,3,Standard,Payment Operations,Rejected,2026-01-03T07:00:03,2026-01-05T03:23:50,120,1,0,1,2,No,No,No,No Refund,0.00,64.91,20.51,No,Valid
PFXC-000558,TXN-0002881,2026-03-23T18:31:19,Web,Vulnerable Support,2026-02-08T08:58:19,Card Purchase,115.39,Other,Incorrect Amount,Distressed,Complete,3,Standard,Payment Operations,Resolved,2026-03-24T09:11:39,2026-03-29T09:07:28,120,2,1,5,2,No,Yes,Yes,Full Refund,115.39,134.60,14.67,Yes,Valid
PFXC-000559,TXN-0006162,2025-10-01T11:06:15,Chat,Assisted Digital,2025-09-02T14:02:15,Wallet Payment,251.79,Subscription,Merchant Non-confirmation,Positive,Complete,2,Standard,Refund Approval,Resolved,2025-10-02T03:17:54,2025-10-05T02:48:55,120,0,0,1,2,No,No,No,Partial Refund,168.63,87.71,16.19,No,Valid
PFXC-000560,TXN-0002621,2026-01-18T00:13:22,Web,Standard,2026-01-07T00:06:22,Cash Withdrawal,20.01,Digital Services,Duplicate Debit,Neutral,Complete,2,Low,Payment Operations,Cancelled,2026-01-19T06:08:42,2026-01-20T02:16:02,168,0,0,0,2,No,Yes,No,Duplicate Case,0.00,50.04,29.92,No,Valid
PFXC-000561,TXN-0001866,2025-12-21T05:40:39,Email,Standard,2025-11-13T03:46:39,Card Purchase,168.69,Retail,Unauthorised Transaction,Frustrated,Partial,1,High,Fraud Review,Pending Approval,2025-12-21T16:09:00,,72,2,1,2,3,Yes,Yes,No,Pending,0.00,,10.47,No,Valid
PFXC-000562,TXN-0000983,2026-04-04T17:47:57,Mobile,Assisted Digital,2026-02-19T09:46:57,Card Purchase,18.83,Retail,Merchant Non-confirmation,Distressed,Complete,3,Standard,Refund Approval,Resolved,2026-04-05T11:48:18,2026-04-10T11:51:26,120,1,1,2,4,No,No,No,Full Refund,18.83,138.06,18.01,Yes,Valid
PFXC-000563,TXN-0008248,2025-05-21T18:15:27,Web,Standard,2025-03-31T22:51:27,Wallet Payment,35.07,Retail,Delayed Refund,Distressed,Partial,1,Standard,Payment Operations,Rejected,2025-05-22T09:08:04,2025-05-26T19:45:01,120,2,1,3,3,No,No,No,No Refund,0.00,121.49,14.88,Yes,Valid
PFXC-000564,TXN-0003900,2025-09-13T02:45:49,Mobile,Standard,2025-08-13T05:35:49,Wallet Payment,26.40,Utilities,Other,Neutral,Complete,4,Standard,Customer Service,Resolved,2025-09-13T23:41:51,2025-09-17T02:56:32,120,1,1,1,4,No,No,No,Full Refund,26.40,96.18,20.93,No,Valid
PFXC-000565,TXN-0012080,2025-07-26T20:29:02,Web,Standard,2025-07-18T06:20:02,Direct Debit,30.72,Retail,Incorrect Amount,Neutral,Complete,4,Low,Payment Operations,Rejected,2025-07-28T00:55:04,2025-07-29T15:03:14,168,1,0,1,3,No,No,No,No Refund,0.00,66.57,28.43,No,Valid
PFXC-000566,TXN-0003168,2025-01-20T00:28:06,Web,Standard,2024-12-18T08:25:06,Card Purchase,424.69,Subscription,Incorrect Amount,Neutral,Partial,2,Standard,Payment Operations,Rejected,2025-01-20T14:59:22,2025-01-24T10:39:31,120,1,1,1,4,No,No,No,No Refund,0.00,106.19,14.52,No,Valid
PFXC-000567,TXN-0003538,2025-06-19T00:21:19,Mobile,Standard,2025-05-21T01:42:19,Wallet Payment,98.72,Utilities,Unauthorised Transaction,Distressed,Missing,0,High,Customer Service,Rejected,2025-06-19T02:21:49,2025-06-30T07:22:37,72,1,3,4,2,No,No,No,No Refund,0.00,271.02,2.01,Yes,Valid
PFXC-000568,TXN-0006327,2025-03-16T03:22:01,Web,Standard,2025-02-20T08:15:01,Card Purchase,53.92,Retail,Failed Payment,Frustrated,Complete,2,Standard,Technical Support,Resolved,2025-03-16T19:23:57,2025-03-18T15:41:39,120,0,0,2,3,No,No,No,Full Refund,53.92,60.33,16.03,No,Valid
PFXC-000569,TXN-0011847,2026-01-20T09:22:20,Mobile,Standard,2026-01-12T08:57:20,Card Purchase,37.26,Digital Services,Merchant Non-confirmation,Frustrated,Partial,2,Standard,Technical Support,Rejected,2026-01-21T06:17:20,2026-01-26T10:13:05,120,1,1,3,3,No,No,Yes,No Refund,0.00,144.85,20.92,Yes,Valid
PFXC-000570,TXN-0005511,2026-02-13T06:45:21,Web,Standard,2026-01-14T18:59:21,Direct Debit,52.63,Subscription,Duplicate Debit,Positive,Partial,1,Standard,Payment Operations,Resolved,2026-02-14T04:39:53,2026-02-16T10:30:08,120,0,0,0,1,No,No,No,Partial Refund,11.33,75.75,21.91,No,Valid
PFXC-000571,TXN-0007972,2025-12-04T07:40:23,Call Centre,Assisted Digital,2025-11-10T15:07:23,Bank Transfer,107.39,Retail,Unauthorised Transaction,Frustrated,Complete,2,High,Fraud Review,Rejected,2025-12-04T16:29:43,2025-12-12T15:21:49,72,1,0,1,4,Yes,No,No,No Refund,0.00,199.69,8.82,Yes,Valid
PFXC-000572,TXN-0000146,2025-06-28T07:22:36,Mobile,Standard,2025-06-18T13:28:36,Card Purchase,62.34,Utilities,Unauthorised Transaction,Distressed,Missing,0,Low,Customer Service,Resolved,2025-06-29T03:01:03,2025-07-06T10:29:29,168,3,1,4,3,No,No,Yes,Full Refund,62.34,195.11,19.64,Yes,Valid
PFXC-000573,TXN-0004070,2025-08-21T01:08:23,Call Centre,Standard,2025-07-22T15:15:23,Wallet Payment,62.36,Utilities,Incorrect Amount,Frustrated,Partial,1,Standard,Fraud Review,Rejected,2025-08-21T17:16:57,2025-08-30T03:23:00,120,2,2,4,3,Yes,No,No,No Refund,0.00,218.24,16.14,Yes,Valid
PFXC-000574,TXN-0012351,2025-02-17T06:57:43,Email,Standard,2025-01-24T14:10:43,Direct Debit,366.23,Utilities,Duplicate Debit,Frustrated,Missing,0,Standard,Payment Operations,Resolved,2025-02-18T08:39:31,2025-02-21T22:17:52,120,1,1,3,1,No,No,No,Partial Refund,270.05,111.34,25.70,No,Valid
PFXC-000575,TXN-0007968,2025-05-25T11:47:29,Call Centre,Standard,2025-04-15T21:26:29,Card Purchase,23.73,Digital Services,Delayed Refund,Neutral,Partial,1,Standard,Payment Operations,Awaiting Evidence,2025-05-25T22:39:40,,120,0,1,0,4,No,No,No,Pending,0.00,,10.87,No,Valid
PFXC-000576,TXN-0003582,2025-10-23T06:24:12,Web,Standard,2025-09-27T06:30:12,Bank Transfer,124.26,Retail,Delayed Refund,Neutral,Partial,2,Standard,Payment Operations,Resolved,2025-10-23T16:44:40,2025-10-27T06:55:47,120,0,1,2,3,No,No,No,Full Refund,124.26,96.53,10.34,No,Valid
PFXC-000577,TXN-0005445,2026-01-26T03:40:08,Mobile,Standard,2025-12-19T21:01:08,Bank Transfer,245.92,Other,Failed Payment,Positive,Complete,3,Standard,Technical Support,In Investigation,2026-01-26T15:11:04,,120,0,0,1,2,No,No,No,Pending,0.00,,11.52,No,Valid
PFXC-000578,TXN-0000593,2025-12-08T04:53:01,Mobile,Standard,2025-11-17T06:59:01,Card Purchase,76.84,Utilities,Unauthorised Transaction,Frustrated,Complete,4,Standard,Customer Service,Resolved,2025-12-08T19:39:25,2025-12-15T12:19:36,120,2,0,3,3,No,No,Yes,Full Refund,76.84,175.44,14.77,Yes,Valid
PFXC-000579,TXN-0004860,2025-01-25T22:54:31,Chat,Standard,2024-12-30T08:10:31,Card Purchase,49.92,Travel,Failed Payment,Distressed,Complete,3,Standard,Technical Support,Rejected,2025-01-26T14:05:42,2025-01-31T15:14:55,120,2,2,4,3,No,No,No,No Refund,0.00,136.34,15.19,Yes,Valid
PFXC-000580,TXN-0003044,2025-07-21T14:31:43,Mobile,Standard,2025-07-19T03:13:43,Cash Withdrawal,436.05,Retail,Failed Payment,Positive,Complete,2,Standard,Fraud Review,Pending Merchant,2025-07-22T04:47:14,,120,2,0,0,4,Yes,Yes,No,Pending,0.00,,14.26,No,Valid
PFXC-000581,TXN-0007785,2025-10-24T13:22:43,Call Centre,Standard,2025-09-24T15:53:43,Card Purchase,25.92,Retail,Delayed Refund,Positive,Partial,1,Low,Refund Approval,Resolved,2025-10-25T12:01:57,2025-10-31T04:47:58,168,1,0,1,3,No,No,No,Partial Refund,17.69,159.42,22.65,No,Valid
PFXC-000582,TXN-0007371,2025-10-11T02:19:37,Web,Standard,2025-09-16T04:39:37,Wallet Payment,47.81,Retail,Failed Payment,Frustrated,Complete,4,Standard,Technical Support,Rejected,2025-10-12T01:26:57,2025-10-14T09:24:09,120,2,0,2,4,No,No,No,No Refund,0.00,79.08,23.12,No,Valid
PFXC-000583,TXN-0003041,2025-03-05T21:33:56,Mobile,Standard,2025-02-24T03:59:56,Wallet Payment,68.09,Subscription,Other,Frustrated,Partial,2,Low,Customer Service,Rejected,2025-03-07T02:28:22,2025-03-13T01:37:36,168,2,2,4,1,No,No,No,No Refund,0.00,172.06,28.91,Yes,Valid
PFXC-000584,TXN-0001816,2025-02-12T18:20:42,Web,Standard,2025-01-15T08:35:42,Card Purchase,29.72,Retail,Subscription Dispute,Neutral,Partial,2,Standard,Customer Service,Cancelled,2025-02-13T08:10:17,2025-02-16T22:24:21,120,2,0,1,1,No,No,No,Customer Withdrawn,0.00,100.06,13.83,No,Valid
PFXC-000585,TXN-0007341,2025-02-17T12:46:16,Mobile,Standard,2024-12-21T23:18:16,Card Purchase,178.98,Digital Services,Other,Distressed,Missing,0,Standard,Customer Service,Resolved,2025-02-18T06:44:00,2025-02-23T13:27:28,120,0,0,1,5,No,No,No,Full Refund,178.98,144.69,17.96,Yes,Valid
PFXC-000586,TXN-0002500,2026-01-07T21:09:07,Call Centre,Standard,2025-11-29T08:51:07,Direct Debit,275.01,Utilities,Failed Payment,Neutral,Complete,3,Standard,Technical Support,Resolved,2026-01-08T16:19:07,2026-01-10T13:42:35,120,1,0,1,1,No,No,No,Full Refund,275.01,64.56,19.17,No,Valid
PFXC-000587,TXN-0005757,2026-06-14T19:18:17,Web,Assisted Digital,2026-06-01T01:35:17,Card Purchase,156.99,Other,Subscription Dispute,Frustrated,Complete,4,Standard,Customer Service,Resolved,2026-06-15T17:37:14,2026-06-18T11:59:08,120,1,1,2,1,No,No,No,Full Refund,156.99,88.68,22.32,No,Valid
PFXC-000588,TXN-0010637,2026-03-10T14:00:29,Call Centre,Standard,2026-03-02T23:13:29,Bank Transfer,50.07,Retail,Other,Frustrated,Partial,1,Standard,Customer Service,Resolved,2026-03-11T17:14:38,2026-03-16T14:48:22,120,0,1,3,2,No,No,No,Full Refund,50.07,144.80,27.24,Yes,Valid
PFXC-000589,TXN-0000862,2026-05-24T03:40:43,Web,Standard,2026-04-29T10:58:43,Card Purchase,359.75,Cash Withdrawal,Delayed Refund,Frustrated,Complete,2,Standard,Payment Operations,Resolved,2026-05-24T17:12:42,2026-05-28T04:19:33,120,0,0,0,3,No,No,No,Full Refund,359.75,96.65,13.53,No,Valid
PFXC-000590,TXN-0011536,2025-09-18T01:55:26,Email,Standard,2025-09-01T10:07:26,Cash Withdrawal,46.94,Retail,Subscription Dispute,Neutral,Complete,2,Standard,Customer Service,Rejected,2025-09-18T23:33:03,2025-09-20T00:49:50,120,0,0,1,2,No,No,No,No Refund,0.00,46.91,21.63,No,Valid
PFXC-000591,TXN-0011880,2025-12-25T05:17:04,Web,Standard,2025-10-31T18:37:04,Wallet Payment,167.90,Cash Withdrawal,Delayed Refund,Frustrated,Complete,3,Standard,Payment Operations,Resolved,2025-12-25T22:22:17,2025-12-30T06:33:49,120,2,1,4,3,No,Yes,No,Full Refund,167.90,121.28,17.09,Yes,Valid
PFXC-000592,TXN-0002818,2026-01-01T06:29:34,Call Centre,Vulnerable Support,2025-12-26T07:26:34,Direct Debit,34.87,Utilities,Failed Payment,Neutral,Partial,1,Standard,Technical Support,Rejected,2026-01-01T22:55:05,2026-01-05T06:17:47,120,1,0,1,2,No,Yes,No,No Refund,0.00,95.80,16.43,No,Valid
PFXC-000593,TXN-0008516,2025-11-30T10:26:19,Web,Standard,2025-10-02T04:37:19,Card Purchase,51.36,Subscription,Subscription Dispute,Distressed,Missing,0,Standard,Customer Service,Rejected,2025-12-01T01:12:22,2025-12-06T18:07:08,120,2,1,4,3,No,No,No,No Refund,0.00,151.68,14.77,Yes,Valid
PFXC-000594,TXN-0011097,2025-06-10T13:30:26,Mobile,Standard,2025-05-07T08:58:26,Card Purchase,83.26,Digital Services,Unauthorised Transaction,Frustrated,Complete,4,Low,Fraud Review,Rejected,2025-06-11T19:24:54,2025-06-17T08:59:44,168,2,1,2,2,Yes,No,Yes,No Refund,0.00,163.49,29.91,No,Valid
PFXC-000595,TXN-0009639,2026-05-19T21:09:13,Web,Standard,2026-03-31T02:47:13,Card Purchase,39.94,Cash Withdrawal,Unauthorised Transaction,Frustrated,Partial,1,Standard,Refund Approval,Resolved,2026-05-20T08:03:48,2026-05-25T03:13:17,120,0,1,3,3,No,No,No,Full Refund,39.94,126.07,10.91,Yes,Valid
PFXC-000596,TXN-0004636,2025-03-11T10:32:40,Call Centre,Standard,2025-02-15T20:02:40,Bank Transfer,20.31,Other,Duplicate Debit,Frustrated,Complete,2,Standard,Payment Operations,Resolved,2025-03-11T20:23:19,2025-03-16T07:02:42,120,3,0,2,3,No,No,No,Full Refund,20.31,116.50,9.84,No,Valid
PFXC-000597,TXN-0000421,2026-01-17T08:15:40,Web,Standard,2025-12-25T22:37:40,Card Purchase,22.95,Retail,Failed Payment,Distressed,Complete,3,Standard,Technical Support,Resolved,2026-01-18T04:40:06,2026-01-20T01:16:02,120,1,0,2,1,No,No,No,Full Refund,22.95,65.01,20.41,No,Valid
PFXC-000598,TXN-0009640,2025-06-22T02:44:23,Mobile,Standard,2025-05-13T23:14:23,Direct Debit,35.95,Travel,Unauthorised Transaction,Distressed,Partial,1,High,Customer Service,Resolved,2025-06-22T10:08:45,2025-06-28T22:12:37,72,2,1,2,3,No,No,No,Full Refund,35.95,163.47,7.41,Yes,Valid
PFXC-000599,TXN-0003110,2026-02-18T19:26:25,Web,Standard,2026-01-18T21:06:25,Card Purchase,66.63,Retail,Subscription Dispute,Frustrated,Complete,2,Standard,Fraud Review,Resolved,2026-02-19T10:58:06,2026-02-26T21:55:12,120,1,1,2,4,Yes,Yes,Yes,Full Refund,66.63,194.48,15.53,Yes,Valid
PFXC-000600,TXN-0007199,2025-08-19T01:57:03,Email,Standard,2025-07-26T08:56:03,Wallet Payment,21.38,Retail,Duplicate Debit,Frustrated,Complete,2,Standard,Payment Operations,Rejected,2025-08-19T18:56:42,2025-08-22T23:21:18,120,3,0,2,4,No,Yes,No,No Refund,0.00,93.40,16.99,No,Valid
PFXC-000601,TXN-0003292,2025-08-14T08:48:36,Mobile,Standard,2025-07-24T08:39:36,Card Purchase,15.23,Travel,Subscription Dispute,Frustrated,Missing,0,Low,Customer Service,Resolved,2025-08-15T10:45:26,2025-08-20T22:38:27,168,2,1,2,3,No,No,No,Partial Refund,4.95,157.83,25.95,No,Valid
PFXC-000602,TXN-0006528,2025-06-29T19:03:11,Call Centre,Standard,2025-06-17T05:42:11,Wallet Payment,233.09,Retail,Subscription Dispute,Positive,Complete,3,Standard,Customer Service,Awaiting Evidence,2025-06-30T14:11:55,,120,1,1,1,2,No,No,No,Pending,0.00,,19.15,No,Valid
PFXC-000603,TXN-0005732,2025-06-01T06:58:52,Web,Standard,2025-04-17T15:22:52,Direct Debit,9.08,Other,Subscription Dispute,Frustrated,Complete,3,Standard,Fraud Review,Resolved,2025-06-01T17:57:12,2025-06-06T23:28:48,120,2,0,1,2,Yes,No,Yes,Full Refund,9.08,136.50,10.97,Yes,Valid
PFXC-000604,TXN-0009890,2025-06-12T16:30:53,Web,Standard,2025-06-02T07:49:53,Bank Transfer,168.20,Cash Withdrawal,Merchant Non-confirmation,Neutral,Complete,4,Standard,Technical Support,Awaiting Evidence,2025-06-13T17:38:29,,120,2,1,4,3,No,No,No,Pending,0.00,,25.13,No,Valid
