evidence_id,case_id,evidence_type,submitted_by,received_datetime,file_format,completeness_status,review_outcome,sensitive_data_flag,security_scan_result
EVD-00000977,PFXC-000410,Receipt,Operations,2026-06-13T20:12:22,PNG,Complete,Accepted,No,Passed
EVD-00000978,PFXC-000410,Other,Customer,2026-06-13T07:47:01,Other,Complete,Accepted,No,Passed
EVD-00000979,PFXC-000411,Receipt,Customer,2025-05-30T22:18:43,PDF,Complete,Accepted,No,Passed
EVD-00000980,PFXC-000411,Merchant Communication,Customer,2025-05-29T19:44:01,PDF,Complete,Accepted,No,Passed
EVD-00000981,PFXC-000412,Receipt,Merchant,2025-07-21T12:15:31,PNG,Complete,Accepted,Yes,Passed
EVD-00000982,PFXC-000412,Receipt,Customer,2025-07-21T13:04:32,PDF,Complete,Accepted,No,Passed
EVD-00000983,PFXC-000413,Bank Statement,Customer,2026-01-25T03:54:54,JPG,Complete,Accepted,No,Passed
EVD-00000984,PFXC-000413,Receipt,Customer,2026-01-25T08:58:45,Other,Complete,Accepted,Yes,Passed
EVD-00000985,PFXC-000413,Merchant Communication,Customer,2026-01-27T10:31:07,Other,Complete,Further Evidence Required,Yes,Not Applicable
EVD-00000986,PFXC-000413,Bank Statement,Customer,2026-01-26T05:43:59,JPG,Complete,Further Evidence Required,No,Not Applicable
EVD-00000987,PFXC-000414,Screenshot,Customer,2026-01-12T06:32:57,PDF,Incomplete,Further Evidence Required,Yes,Passed
EVD-00000988,PFXC-000414,Screenshot,Customer,2026-01-12T22:50:20,JPG,Complete,Accepted,No,Passed
EVD-00000989,PFXC-000414,Screenshot,Customer,2026-01-10T18:06:15,Other,Incomplete,Rejected,No,Passed
EVD-00000990,PFXC-000415,Identity Evidence,Customer,2025-10-21T15:33:19,PDF,Complete,Accepted,No,Passed
EVD-00000991,PFXC-000415,Merchant Communication,Customer,2025-10-21T17:14:26,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00000992,PFXC-000416,Receipt,Customer,2025-05-10T20:48:06,PDF,Incomplete,Rejected,No,Passed
EVD-00000993,PFXC-000416,Merchant Communication,Operations,2025-05-10T15:32:56,PNG,Complete,Accepted,No,Passed
EVD-00000994,PFXC-000417,Receipt,Customer,2025-12-17T15:15:33,PDF,Complete,Accepted,No,Passed
EVD-00000995,PFXC-000417,Other,Customer,2025-12-17T05:37:10,CSV,Complete,Accepted,No,Passed
EVD-00000996,PFXC-000418,Bank Statement,Merchant,2026-05-08T06:23:53,PNG,Complete,Accepted,No,Passed
EVD-00000997,PFXC-000418,Receipt,Customer,2026-05-08T02:45:21,PNG,Complete,Accepted,Yes,Passed
EVD-00000998,PFXC-000418,Receipt,Customer,2026-05-08T10:05:30,JPG,Complete,Accepted,No,Passed
EVD-00000999,PFXC-000418,Screenshot,Customer,2026-05-08T19:03:51,JPG,Complete,Accepted,No,Passed
EVD-00001000,PFXC-000419,Merchant Communication,Customer,2025-03-03T19:43:32,PNG,Complete,Accepted,No,Passed
EVD-00001001,PFXC-000419,Identity Evidence,Customer,2025-03-01T21:06:37,Other,Complete,Accepted,Yes,Passed
EVD-00001002,PFXC-000419,Bank Statement,Merchant,2025-03-02T10:16:51,Other,Complete,Accepted,No,Passed
EVD-00001003,PFXC-000419,Receipt,Customer,2025-03-02T07:02:38,PDF,Complete,Accepted,Yes,Passed
EVD-00001004,PFXC-000420,Receipt,Customer,2025-07-25T06:29:17,PDF,Complete,Accepted,Yes,Passed
EVD-00001005,PFXC-000420,Receipt,Customer,2025-07-26T14:01:01,PNG,Complete,Accepted,No,Passed
EVD-00001006,PFXC-000421,Merchant Communication,Customer,2025-03-07T14:17:11,JPG,Complete,Accepted,Yes,Passed
EVD-00001007,PFXC-000421,Bank Statement,Customer,2025-03-08T06:19:23,Other,Complete,Accepted,No,Passed
EVD-00001008,PFXC-000421,Receipt,Customer,2025-03-07T09:55:56,PNG,Complete,Accepted,No,Passed
EVD-00001009,PFXC-000421,Merchant Communication,Operations,2025-03-07T21:49:13,JPG,Complete,Accepted,No,Passed
EVD-00001010,PFXC-000422,Receipt,Customer,2026-03-13T01:03:44,PNG,Complete,Accepted,No,Passed
EVD-00001011,PFXC-000422,Bank Statement,Customer,2026-03-14T22:54:41,PDF,Complete,Accepted,No,Passed
EVD-00001012,PFXC-000422,Screenshot,Customer,2026-03-14T09:45:45,CSV,Complete,Accepted,No,Passed
EVD-00001013,PFXC-000423,Screenshot,Merchant,2025-11-19T16:48:58,PNG,Complete,Accepted,No,Passed
EVD-00001014,PFXC-000423,Screenshot,Customer,2025-11-20T00:27:36,CSV,Complete,Accepted,No,Passed
EVD-00001015,PFXC-000425,Screenshot,Customer,2025-07-22T01:38:12,CSV,Complete,Accepted,No,Passed
EVD-00001016,PFXC-000425,Screenshot,Operations,2025-07-22T07:44:26,PDF,Incomplete,Rejected,Yes,Passed
EVD-00001017,PFXC-000426,Other,Customer,2025-04-30T06:23:52,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00001018,PFXC-000426,Receipt,Customer,2025-05-01T08:12:30,PDF,Complete,Accepted,No,Passed
EVD-00001019,PFXC-000426,Merchant Communication,Merchant,2025-04-30T21:06:13,PDF,Complete,Accepted,Yes,Passed
EVD-00001020,PFXC-000426,Bank Statement,Customer,2025-04-30T04:25:28,PNG,Complete,Accepted,No,Passed
EVD-00001021,PFXC-000427,Receipt,Customer,2025-08-03T16:28:59,PDF,Complete,Accepted,No,Passed
EVD-00001022,PFXC-000427,Bank Statement,Customer,2025-08-04T07:51:52,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001023,PFXC-000427,Screenshot,Customer,2025-08-02T22:08:59,JPG,Incomplete,Rejected,No,Passed
EVD-00001024,PFXC-000428,Bank Statement,Merchant,2025-09-16T17:45:02,PDF,Complete,Accepted,No,Passed
EVD-00001025,PFXC-000428,Merchant Communication,Customer,2025-09-18T20:01:35,JPG,Complete,Further Evidence Required,No,Passed
EVD-00001026,PFXC-000428,Merchant Communication,Operations,2025-09-16T20:10:44,JPG,Complete,Accepted,Yes,Passed
EVD-00001027,PFXC-000429,Screenshot,Customer,2026-05-26T10:20:16,PNG,Complete,Accepted,No,Not Applicable
EVD-00001028,PFXC-000429,Screenshot,Customer,2026-05-28T14:46:35,JPG,Incomplete,Rejected,No,Passed
EVD-00001029,PFXC-000429,Merchant Communication,Customer,2026-05-27T23:55:00,PDF,Complete,Accepted,No,Passed
EVD-00001030,PFXC-000430,Receipt,Customer,2025-05-27T17:54:39,PDF,Incomplete,Rejected,No,Passed
EVD-00001031,PFXC-000430,Merchant Communication,Customer,2025-05-25T19:35:14,PDF,Incomplete,Rejected,No,Passed
EVD-00001032,PFXC-000431,Receipt,Customer,2025-02-08T20:53:22,JPG,Incomplete,Rejected,No,Passed
EVD-00001033,PFXC-000431,Screenshot,Customer,2025-02-08T15:50:30,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001034,PFXC-000432,Receipt,Customer,2026-03-23T06:05:24,JPG,Incomplete,Further Evidence Required,Yes,Passed
EVD-00001035,PFXC-000432,Bank Statement,Customer,2026-03-23T12:23:35,PNG,Complete,Accepted,No,Passed
EVD-00001036,PFXC-000432,Receipt,Customer,2026-03-23T06:49:02,PNG,Complete,Further Evidence Required,No,Not Applicable
EVD-00001037,PFXC-000432,Receipt,Operations,2026-03-23T20:32:15,JPG,Complete,Accepted,No,Passed
EVD-00001038,PFXC-000433,Receipt,Operations,2026-01-03T05:13:25,PDF,Complete,Accepted,No,Passed
EVD-00001039,PFXC-000433,Receipt,Customer,2026-01-02T06:19:27,PNG,Complete,Accepted,No,Passed
EVD-00001040,PFXC-000433,Receipt,Customer,2025-12-31T10:57:38,PDF,Incomplete,Rejected,No,Passed
EVD-00001041,PFXC-000433,Receipt,Customer,2025-12-31T17:01:19,PDF,Complete,Further Evidence Required,Yes,Passed
EVD-00001042,PFXC-000434,Other,Customer,2026-03-25T03:29:06,PDF,Complete,Accepted,No,Passed
EVD-00001043,PFXC-000434,Screenshot,Customer,2026-03-25T21:19:07,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001044,PFXC-000435,Screenshot,Customer,2025-04-20T15:10:58,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00001045,PFXC-000436,Screenshot,Customer,2025-03-18T11:58:36,PDF,Complete,Accepted,No,Not Applicable
EVD-00001046,PFXC-000436,Bank Statement,Operations,2025-03-19T08:31:16,PDF,Complete,Accepted,No,Passed
EVD-00001047,PFXC-000437,Bank Statement,Customer,2025-06-19T07:38:55,PDF,Complete,Accepted,No,Passed
EVD-00001048,PFXC-000437,Receipt,Customer,2025-06-17T21:54:14,JPG,Complete,Accepted,No,Passed
EVD-00001049,PFXC-000437,Screenshot,Merchant,2025-06-20T05:07:37,JPG,Complete,Accepted,Yes,Passed
EVD-00001050,PFXC-000437,Screenshot,Customer,2025-06-18T03:01:00,CSV,Complete,Accepted,No,Not Applicable
EVD-00001051,PFXC-000438,Screenshot,Customer,2025-05-27T15:49:24,CSV,Complete,Accepted,No,Passed
EVD-00001052,PFXC-000438,Receipt,Merchant,2025-05-27T06:17:19,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001053,PFXC-000438,Receipt,Customer,2025-05-26T22:37:25,Other,Complete,Accepted,No,Passed
EVD-00001054,PFXC-000439,Receipt,Customer,2025-06-27T00:55:26,PNG,Incomplete,Further Evidence Required,Yes,Passed
EVD-00001055,PFXC-000439,Screenshot,Merchant,2025-06-27T04:54:50,PDF,Complete,Accepted,No,Passed
EVD-00001056,PFXC-000439,Receipt,Customer,2025-06-27T16:39:02,JPG,Complete,Accepted,Yes,Passed
EVD-00001057,PFXC-000439,Bank Statement,Customer,2025-06-25T14:44:23,JPG,Complete,Accepted,No,Passed
EVD-00001058,PFXC-000440,Bank Statement,Operations,2025-01-15T06:14:52,JPG,Complete,Accepted,No,Passed
EVD-00001059,PFXC-000440,Bank Statement,Customer,2025-01-14T21:48:29,CSV,Complete,Accepted,No,Not Applicable
EVD-00001060,PFXC-000441,Receipt,Customer,2026-04-21T06:36:04,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00001061,PFXC-000441,Bank Statement,Customer,2026-04-21T10:05:10,PNG,Incomplete,Rejected,Yes,Passed
EVD-00001062,PFXC-000441,Identity Evidence,Customer,2026-04-19T11:23:21,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00001063,PFXC-000442,Merchant Communication,Merchant,2025-08-16T12:17:47,PDF,Complete,Accepted,No,Passed
EVD-00001064,PFXC-000442,Bank Statement,Customer,2025-08-17T02:35:48,PNG,Unreadable,Further Evidence Required,No,Not Applicable
EVD-00001065,PFXC-000443,Bank Statement,Operations,2025-04-21T12:37:18,PDF,Complete,Accepted,No,Passed
EVD-00001066,PFXC-000443,Bank Statement,Customer,2025-04-21T10:25:03,JPG,Complete,Accepted,Yes,Passed
EVD-00001067,PFXC-000443,Merchant Communication,Merchant,2025-04-20T03:16:05,PDF,Complete,Accepted,No,Not Applicable
EVD-00001068,PFXC-000443,Receipt,Customer,2025-04-19T11:46:46,Other,Complete,Accepted,No,Passed
EVD-00001069,PFXC-000444,Screenshot,Customer,2025-01-12T09:54:30,CSV,Incomplete,Further Evidence Required,No,Passed
EVD-00001070,PFXC-000444,Bank Statement,Customer,2025-01-14T08:35:47,PNG,Complete,Accepted,No,Passed
EVD-00001071,PFXC-000445,Receipt,Customer,2025-06-13T01:46:57,JPG,Incomplete,Rejected,Yes,Passed
EVD-00001072,PFXC-000445,Bank Statement,Customer,2025-06-11T03:50:16,JPG,Incomplete,Rejected,No,Passed
EVD-00001073,PFXC-000445,Receipt,Customer,2025-06-11T13:37:19,CSV,Complete,Accepted,No,Passed
EVD-00001074,PFXC-000446,Screenshot,Customer,2025-08-10T02:41:27,PDF,Complete,Accepted,No,Passed
EVD-00001075,PFXC-000447,Receipt,Customer,2026-07-02T07:05:53,PDF,Complete,Accepted,No,Passed
EVD-00001076,PFXC-000447,Merchant Communication,Customer,2026-06-29T17:41:45,PNG,Complete,Accepted,No,Passed
EVD-00001077,PFXC-000447,Screenshot,Merchant,2026-06-30T20:20:25,PDF,Complete,Accepted,No,Passed
EVD-00001078,PFXC-000448,Merchant Communication,Customer,2025-06-23T12:43:23,PDF,Complete,Accepted,No,Passed
EVD-00001079,PFXC-000448,Merchant Communication,Customer,2025-06-23T07:54:51,PDF,Complete,Accepted,No,Passed
EVD-00001080,PFXC-000449,Other,Customer,2025-01-06T00:52:22,PNG,Complete,Accepted,No,Passed
EVD-00001081,PFXC-000449,Merchant Communication,Customer,2025-01-07T09:09:57,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001082,PFXC-000449,Screenshot,Customer,2025-01-07T16:25:50,JPG,Unreadable,Rejected,No,Passed
EVD-00001083,PFXC-000450,Bank Statement,Customer,2025-03-16T14:41:48,PDF,Complete,Accepted,No,Passed
EVD-00001084,PFXC-000450,Receipt,Customer,2025-03-14T17:07:41,Other,Complete,Accepted,No,Passed
EVD-00001085,PFXC-000450,Screenshot,Customer,2025-03-15T23:26:52,Other,Complete,Accepted,No,Passed
EVD-00001086,PFXC-000450,Receipt,Customer,2025-03-15T18:02:25,PDF,Complete,Accepted,Yes,Passed
EVD-00001087,PFXC-000451,Bank Statement,Customer,2025-09-11T09:33:20,PNG,Complete,Accepted,No,Passed
EVD-00001088,PFXC-000451,Receipt,Customer,2025-09-10T16:24:25,Other,Complete,Accepted,No,Passed
EVD-00001089,PFXC-000452,Other,Merchant,2025-09-28T13:18:32,PDF,Complete,Accepted,Yes,Passed
EVD-00001090,PFXC-000452,Other,Customer,2025-09-28T11:33:58,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001091,PFXC-000453,Receipt,Merchant,2025-01-29T08:19:22,PDF,Complete,Accepted,No,Passed
EVD-00001092,PFXC-000454,Receipt,Operations,2025-12-16T17:33:30,JPG,Complete,Accepted,Yes,Passed
EVD-00001093,PFXC-000454,Merchant Communication,Customer,2025-12-16T05:30:24,PDF,Complete,Accepted,No,Passed
EVD-00001094,PFXC-000454,Screenshot,Operations,2025-12-16T08:22:46,CSV,Incomplete,Rejected,No,Passed
EVD-00001095,PFXC-000455,Bank Statement,Customer,2025-03-02T08:59:31,PDF,Complete,Accepted,No,Failed
EVD-00001096,PFXC-000455,Bank Statement,Customer,2025-03-03T00:08:39,Other,Complete,Accepted,Yes,Passed
EVD-00001097,PFXC-000455,Bank Statement,Customer,2025-03-01T15:22:41,PDF,Complete,Accepted,No,Passed
EVD-00001098,PFXC-000455,Screenshot,Customer,2025-03-02T04:07:11,Other,Incomplete,Further Evidence Required,No,Not Applicable
EVD-00001099,PFXC-000456,Bank Statement,Customer,2026-06-06T19:52:36,PDF,Complete,Accepted,No,Passed
EVD-00001100,PFXC-000456,Bank Statement,Customer,2026-06-08T17:32:14,PDF,Complete,Accepted,No,Passed
EVD-00001101,PFXC-000456,Identity Evidence,Merchant,2026-06-06T23:10:24,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001102,PFXC-000456,Receipt,Customer,2026-06-07T02:51:10,JPG,Complete,Accepted,No,Passed
EVD-00001103,PFXC-000457,Other,Customer,2026-03-17T13:04:19,PDF,Incomplete,Rejected,No,Passed
EVD-00001104,PFXC-000457,Merchant Communication,Customer,2026-03-17T15:59:20,PNG,Complete,Accepted,No,Passed
EVD-00001105,PFXC-000457,Bank Statement,Merchant,2026-03-15T09:41:01,PNG,Complete,Accepted,No,Passed
EVD-00001106,PFXC-000458,Receipt,Customer,2025-12-05T09:23:12,Other,Complete,Accepted,No,Passed
EVD-00001107,PFXC-000458,Bank Statement,Operations,2025-12-05T07:54:53,PDF,Unreadable,Rejected,Yes,Passed
EVD-00001108,PFXC-000458,Screenshot,Customer,2025-12-06T11:27:05,PDF,Complete,Accepted,No,Passed
EVD-00001109,PFXC-000460,Screenshot,Customer,2025-12-14T15:35:23,JPG,Complete,Accepted,No,Passed
EVD-00001110,PFXC-000460,Merchant Communication,Customer,2025-12-14T18:45:18,PDF,Complete,Accepted,No,Passed
EVD-00001111,PFXC-000461,Receipt,Customer,2026-03-20T11:10:10,PDF,Unreadable,Rejected,Yes,Passed
EVD-00001112,PFXC-000461,Screenshot,Customer,2026-03-19T12:36:43,PNG,Complete,Accepted,No,Passed
EVD-00001113,PFXC-000462,Screenshot,Customer,2025-11-21T15:50:01,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001114,PFXC-000462,Receipt,Customer,2025-11-20T22:13:01,JPG,Complete,Accepted,No,Passed
EVD-00001115,PFXC-000463,Receipt,Operations,2025-09-22T21:59:53,PDF,Complete,Accepted,No,Passed
EVD-00001116,PFXC-000463,Receipt,Customer,2025-09-25T10:01:34,Other,Complete,Accepted,No,Passed
EVD-00001117,PFXC-000463,Screenshot,Customer,2025-09-24T15:16:34,JPG,Complete,Accepted,No,Passed
EVD-00001118,PFXC-000464,Bank Statement,Customer,2025-09-21T20:52:49,PNG,Complete,Accepted,No,Passed
EVD-00001119,PFXC-000464,Bank Statement,Customer,2025-09-20T00:55:44,Other,Complete,Further Evidence Required,Yes,Passed
EVD-00001120,PFXC-000465,Identity Evidence,Merchant,2025-11-14T21:33:41,PDF,Complete,Accepted,No,Passed
EVD-00001121,PFXC-000465,Screenshot,Customer,2025-11-16T06:50:52,PDF,Complete,Accepted,No,Passed
EVD-00001122,PFXC-000465,Bank Statement,Customer,2025-11-16T05:43:09,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00001123,PFXC-000465,Screenshot,Customer,2025-11-16T09:25:44,PDF,Complete,Accepted,Yes,Passed
EVD-00001124,PFXC-000466,Merchant Communication,Operations,2026-03-04T00:50:48,PDF,Complete,Accepted,Yes,Passed
EVD-00001125,PFXC-000466,Bank Statement,Operations,2026-03-05T09:14:58,Other,Complete,Accepted,No,Passed
EVD-00001126,PFXC-000467,Receipt,Operations,2025-02-11T17:32:12,CSV,Complete,Further Evidence Required,No,Passed
EVD-00001127,PFXC-000467,Other,Customer,2025-02-10T22:10:45,PDF,Complete,Accepted,Yes,Passed
EVD-00001128,PFXC-000468,Merchant Communication,Customer,2025-03-15T12:41:54,PDF,Incomplete,Rejected,Yes,Not Applicable
EVD-00001129,PFXC-000468,Receipt,Customer,2025-03-15T13:51:34,Other,Complete,Accepted,No,Passed
EVD-00001130,PFXC-000468,Screenshot,Operations,2025-03-15T17:32:19,PDF,Complete,Accepted,Yes,Passed
EVD-00001131,PFXC-000469,Screenshot,Merchant,2025-01-04T13:51:42,PDF,Complete,Accepted,No,Passed
EVD-00001132,PFXC-000470,Merchant Communication,Customer,2025-03-30T11:01:24,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001133,PFXC-000471,Other,Customer,2026-02-03T13:27:20,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00001134,PFXC-000471,Receipt,Customer,2026-02-03T06:43:19,PDF,Complete,Accepted,No,Passed
EVD-00001135,PFXC-000472,Screenshot,Customer,2025-05-10T01:06:41,PDF,Complete,Accepted,No,Passed
EVD-00001136,PFXC-000472,Bank Statement,Customer,2025-05-10T15:47:06,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001137,PFXC-000472,Merchant Communication,Customer,2025-05-11T03:44:10,JPG,Complete,Accepted,No,Passed
EVD-00001138,PFXC-000472,Screenshot,Customer,2025-05-10T12:54:20,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00001139,PFXC-000473,Receipt,Customer,2025-11-18T02:16:18,JPG,Complete,Accepted,No,Passed
EVD-00001140,PFXC-000473,Merchant Communication,Customer,2025-11-20T02:15:16,PDF,Complete,Further Evidence Required,No,Passed
EVD-00001141,PFXC-000473,Merchant Communication,Customer,2025-11-19T22:41:59,PNG,Complete,Accepted,Yes,Not Applicable
EVD-00001142,PFXC-000474,Other,Customer,2026-06-07T06:39:00,PDF,Complete,Accepted,No,Passed
EVD-00001143,PFXC-000474,Merchant Communication,Customer,2026-06-05T07:36:45,PDF,Complete,Accepted,No,Passed
EVD-00001144,PFXC-000475,Merchant Communication,Merchant,2026-04-12T17:32:58,PDF,Incomplete,Rejected,No,Failed
EVD-00001145,PFXC-000476,Merchant Communication,Customer,2025-11-04T20:44:13,PDF,Complete,Accepted,No,Passed
EVD-00001146,PFXC-000478,Receipt,Customer,2026-02-23T14:14:11,PDF,Complete,Accepted,No,Passed
EVD-00001147,PFXC-000478,Other,Customer,2026-02-22T08:58:58,PDF,Complete,Accepted,No,Passed
EVD-00001148,PFXC-000478,Other,Merchant,2026-02-23T16:22:27,JPG,Complete,Accepted,No,Passed
EVD-00001149,PFXC-000479,Receipt,Customer,2025-10-21T04:30:22,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00001150,PFXC-000479,Other,Customer,2025-10-23T13:59:48,PNG,Complete,Accepted,No,Passed
EVD-00001151,PFXC-000480,Screenshot,Customer,2025-05-24T02:04:40,JPG,Complete,Accepted,No,Failed
EVD-00001152,PFXC-000481,Receipt,Customer,2025-06-15T04:00:48,PNG,Complete,Accepted,No,Passed
EVD-00001153,PFXC-000481,Receipt,Operations,2025-06-14T19:56:09,JPG,Incomplete,Further Evidence Required,No,Passed
EVD-00001154,PFXC-000481,Screenshot,Customer,2025-06-14T02:19:00,Other,Incomplete,Rejected,No,Passed
EVD-00001155,PFXC-000481,Screenshot,Customer,2025-06-15T03:21:27,PDF,Incomplete,Rejected,No,Failed
EVD-00001156,PFXC-000482,Receipt,Operations,2025-10-24T11:06:16,CSV,Complete,Further Evidence Required,No,Not Applicable
EVD-00001157,PFXC-000482,Merchant Communication,Customer,2025-10-24T16:51:51,PDF,Complete,Accepted,No,Passed
EVD-00001158,PFXC-000482,Merchant Communication,Customer,2025-10-24T07:10:20,PDF,Incomplete,Rejected,Yes,Passed
EVD-00001159,PFXC-000482,Receipt,Customer,2025-10-22T21:34:41,PNG,Complete,Accepted,No,Passed
EVD-00001160,PFXC-000483,Receipt,Customer,2025-01-16T05:01:03,PDF,Complete,Accepted,Yes,Passed
EVD-00001161,PFXC-000483,Receipt,Customer,2025-01-16T17:23:02,JPG,Complete,Accepted,No,Passed
EVD-00001162,PFXC-000484,Other,Customer,2026-04-20T03:35:26,PDF,Incomplete,Rejected,No,Passed
EVD-00001163,PFXC-000484,Screenshot,Customer,2026-04-21T00:26:07,JPG,Complete,Accepted,No,Passed
EVD-00001164,PFXC-000484,Receipt,Customer,2026-04-20T20:41:16,Other,Complete,Accepted,No,Passed
EVD-00001165,PFXC-000485,Other,Customer,2025-02-06T15:18:18,PNG,Complete,Accepted,No,Passed
EVD-00001166,PFXC-000485,Other,Customer,2025-02-08T10:46:14,PDF,Complete,Accepted,Yes,Passed
EVD-00001167,PFXC-000486,Receipt,Customer,2025-07-21T19:36:37,Other,Complete,Accepted,No,Passed
EVD-00001168,PFXC-000486,Screenshot,Customer,2025-07-20T14:51:45,JPG,Complete,Accepted,No,Passed
EVD-00001169,PFXC-000487,Receipt,Customer,2025-07-27T01:30:15,PDF,Incomplete,Rejected,No,Passed
EVD-00001170,PFXC-000487,Bank Statement,Merchant,2025-07-26T03:54:21,PDF,Complete,Accepted,No,Passed
EVD-00001171,PFXC-000488,Merchant Communication,Customer,2026-01-14T10:43:36,CSV,Complete,Accepted,No,Passed
EVD-00001172,PFXC-000489,Receipt,Customer,2025-12-12T21:38:14,PDF,Incomplete,Rejected,No,Passed
EVD-00001173,PFXC-000490,Receipt,Customer,2025-05-18T16:05:42,PDF,Complete,Accepted,No,Passed
EVD-00001174,PFXC-000491,Receipt,Customer,2025-08-03T21:18:54,PNG,Incomplete,Rejected,No,Passed
EVD-00001175,PFXC-000491,Screenshot,Operations,2025-08-01T19:26:47,PDF,Complete,Accepted,No,Passed
EVD-00001176,PFXC-000491,Receipt,Customer,2025-08-03T00:27:55,PDF,Complete,Accepted,No,Passed
EVD-00001177,PFXC-000492,Merchant Communication,Customer,2025-07-01T03:59:46,PNG,Complete,Accepted,No,Passed
EVD-00001178,PFXC-000492,Receipt,Customer,2025-06-30T08:09:28,PDF,Complete,Accepted,Yes,Passed
EVD-00001179,PFXC-000492,Merchant Communication,Customer,2025-07-02T16:50:15,CSV,Complete,Accepted,No,Passed
EVD-00001180,PFXC-000492,Receipt,Customer,2025-07-01T04:10:52,PNG,Complete,Accepted,Yes,Passed
EVD-00001181,PFXC-000494,Receipt,Operations,2025-04-02T17:06:02,PNG,Complete,Accepted,Yes,Passed
EVD-00001182,PFXC-000494,Receipt,Customer,2025-03-31T14:56:51,PDF,Unreadable,Rejected,No,Passed
EVD-00001183,PFXC-000495,Merchant Communication,Merchant,2025-02-09T10:01:57,PDF,Complete,Accepted,No,Passed
EVD-00001184,PFXC-000495,Other,Customer,2025-02-10T11:27:30,PNG,Complete,Accepted,No,Passed
EVD-00001185,PFXC-000495,Bank Statement,Customer,2025-02-08T19:40:58,PDF,Complete,Accepted,No,Passed
EVD-00001186,PFXC-000496,Receipt,Merchant,2025-05-09T13:49:13,PNG,Complete,Accepted,No,Passed
EVD-00001187,PFXC-000496,Receipt,Customer,2025-05-10T07:17:20,PNG,Complete,Accepted,No,Passed
EVD-00001188,PFXC-000497,Receipt,Merchant,2025-10-23T19:44:58,PNG,Complete,Further Evidence Required,No,Passed
EVD-00001189,PFXC-000497,Screenshot,Customer,2025-10-21T20:47:34,PDF,Complete,Accepted,No,Passed
EVD-00001190,PFXC-000497,Identity Evidence,Operations,2025-10-23T11:33:58,PDF,Complete,Accepted,No,Passed
EVD-00001191,PFXC-000498,Bank Statement,Customer,2025-04-24T20:48:37,PNG,Complete,Accepted,Yes,Passed
EVD-00001192,PFXC-000499,Receipt,Operations,2025-12-22T16:15:11,PDF,Complete,Accepted,Yes,Passed
EVD-00001193,PFXC-000499,Identity Evidence,Customer,2025-12-23T15:42:29,PDF,Complete,Accepted,No,Passed
EVD-00001194,PFXC-000499,Bank Statement,Customer,2025-12-23T00:21:02,PDF,Incomplete,Further Evidence Required,No,Passed
EVD-00001195,PFXC-000499,Other,Merchant,2025-12-24T02:10:27,PDF,Complete,Accepted,No,Passed
EVD-00001196,PFXC-000500,Screenshot,Customer,2026-01-09T09:37:50,Other,Complete,Accepted,Yes,Passed
EVD-00001197,PFXC-000500,Merchant Communication,Customer,2026-01-08T08:21:32,PDF,Complete,Accepted,No,Passed
EVD-00001198,PFXC-000500,Receipt,Merchant,2026-01-07T04:31:35,JPG,Complete,Accepted,Yes,Passed
EVD-00001199,PFXC-000501,Screenshot,Merchant,2025-08-03T02:06:37,PNG,Incomplete,Further Evidence Required,No,Passed
EVD-00001200,PFXC-000501,Screenshot,Merchant,2025-08-04T04:23:53,PNG,Complete,Accepted,No,Passed
EVD-00001201,PFXC-000501,Bank Statement,Operations,2025-08-02T18:17:08,JPG,Complete,Accepted,No,Passed
EVD-00001202,PFXC-000503,Bank Statement,Customer,2025-03-22T16:30:43,JPG,Complete,Accepted,No,Passed
EVD-00001203,PFXC-000503,Merchant Communication,Customer,2025-03-22T16:35:51,PDF,Complete,Accepted,No,Passed
EVD-00001204,PFXC-000504,Other,Operations,2026-02-16T21:56:18,JPG,Complete,Accepted,No,Passed
EVD-00001205,PFXC-000504,Merchant Communication,Operations,2026-02-18T03:24:39,PNG,Complete,Accepted,No,Passed
EVD-00001206,PFXC-000504,Receipt,Operations,2026-02-16T04:29:51,JPG,Complete,Accepted,No,Passed
EVD-00001207,PFXC-000505,Receipt,Merchant,2025-09-08T17:23:44,PDF,Complete,Accepted,No,Passed
EVD-00001208,PFXC-000506,Screenshot,Customer,2026-01-24T23:02:16,Other,Complete,Accepted,No,Passed
EVD-00001209,PFXC-000506,Bank Statement,Customer,2026-01-26T01:42:54,PDF,Complete,Accepted,Yes,Passed
