event_id,case_id,event_datetime,event_type,from_status,to_status,actor_role,automated_flag,queue_from,queue_to,waiting_reason
EVT-00002905,PFXC-000374,2025-09-28T09:42:07,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002906,PFXC-000374,2025-09-28T11:47:22,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00002907,PFXC-000374,2025-09-28T21:52:11,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00002908,PFXC-000374,2025-09-29T06:55:40,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Customer Service,None
EVT-00002909,PFXC-000374,2025-10-02T20:46:42,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Customer Service,None
EVT-00002910,PFXC-000374,2025-10-02T22:37:42,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00002911,PFXC-000374,2025-10-03T01:35:10,Closure,Pending Approval,Rejected,Operations,No,Customer Service,Customer Service,None
EVT-00002912,PFXC-000375,2025-04-23T21:40:19,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002913,PFXC-000375,2025-04-23T23:33:01,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00002914,PFXC-000375,2025-04-24T08:13:08,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00002915,PFXC-000375,2025-04-25T18:37:17,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00002916,PFXC-000375,2025-04-26T12:19:46,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00002917,PFXC-000375,2025-04-27T01:46:26,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00002918,PFXC-000375,2025-04-27T18:18:06,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00002919,PFXC-000375,2025-05-03T23:27:39,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00002920,PFXC-000375,2025-05-04T00:53:39,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00002921,PFXC-000375,2025-05-04T04:23:58,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00002922,PFXC-000376,2025-01-04T11:36:23,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002923,PFXC-000376,2025-01-04T12:27:41,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00002924,PFXC-000376,2025-01-04T14:39:52,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00002925,PFXC-000376,2025-01-05T04:29:32,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00002926,PFXC-000377,2026-02-18T00:55:52,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002927,PFXC-000377,2026-02-18T08:27:54,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00002928,PFXC-000377,2026-02-18T16:29:19,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Refund Approval,Refund Approval,None
EVT-00002929,PFXC-000377,2026-02-20T02:22:36,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Refund Approval,Refund Approval,Customer
EVT-00002930,PFXC-000377,2026-02-20T21:45:20,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Customer Service,None
EVT-00002931,PFXC-000377,2026-02-21T10:01:30,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Refund Approval,None
EVT-00002932,PFXC-000377,2026-02-25T03:11:10,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,Internal Review
EVT-00002933,PFXC-000377,2026-02-25T06:00:10,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00002934,PFXC-000377,2026-02-25T08:12:23,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00002935,PFXC-000378,2025-01-20T16:24:49,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002936,PFXC-000378,2025-01-20T23:10:29,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00002937,PFXC-000378,2025-01-21T04:25:05,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00002938,PFXC-000378,2025-01-21T17:03:59,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00002939,PFXC-000378,2025-01-22T06:21:01,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00002940,PFXC-000378,2025-01-22T22:51:15,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00002941,PFXC-000379,2025-02-06T17:36:11,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002942,PFXC-000379,2025-02-06T20:54:24,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00002943,PFXC-000379,2025-02-06T23:20:26,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00002944,PFXC-000379,2025-02-09T08:58:42,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00002945,PFXC-000379,2025-02-10T03:24:16,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Fraud Review,None
EVT-00002946,PFXC-000379,2025-02-10T09:08:22,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Customer Service,None
EVT-00002947,PFXC-000379,2025-02-11T03:03:28,Escalation,In Investigation,In Investigation,Operations,No,Customer Service,Customer Service,None
EVT-00002948,PFXC-000379,2025-02-14T04:59:38,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Customer Service,None
EVT-00002949,PFXC-000379,2025-02-14T06:47:38,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00002950,PFXC-000379,2025-02-14T12:46:27,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00002951,PFXC-000380,2026-06-17T16:21:07,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002952,PFXC-000380,2026-06-17T17:29:08,Assignment,Submitted,In Triage,System,Yes,Customer Service,Complaints,None
EVT-00002953,PFXC-000380,2026-06-17T19:50:16,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Complaints,Complaints,None
EVT-00002954,PFXC-000380,2026-06-18T17:55:10,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Complaints,Complaints,Customer
EVT-00002955,PFXC-000380,2026-06-19T02:54:08,Assignment,In Investigation,In Investigation,Operations,No,Complaints,Customer Service,None
EVT-00002956,PFXC-000380,2026-06-19T10:29:30,Escalation,In Investigation,In Investigation,Operations,No,Customer Service,Customer Service,None
EVT-00002957,PFXC-000380,2026-06-22T14:52:00,Decision,In Investigation,Pending Approval,Operations,No,Customer Service,Refund Approval,None
EVT-00002958,PFXC-000380,2026-06-22T17:31:00,Notification,Pending Approval,Pending Approval,System,Yes,Customer Service,Customer Service,None
EVT-00002959,PFXC-000380,2026-06-22T20:36:46,Closure,Pending Approval,Resolved,Operations,No,Customer Service,Customer Service,None
EVT-00002960,PFXC-000381,2025-07-11T18:30:02,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002961,PFXC-000381,2025-07-11T23:40:30,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00002962,PFXC-000381,2025-07-12T07:16:00,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00002963,PFXC-000381,2025-07-14T01:33:42,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00002964,PFXC-000381,2025-07-14T07:14:17,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00002965,PFXC-000381,2025-07-14T14:34:24,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Refund Approval,None
EVT-00002966,PFXC-000381,2025-07-14T18:30:19,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00002967,PFXC-000381,2025-07-15T04:08:48,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00002968,PFXC-000381,2025-07-23T19:33:00,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00002969,PFXC-000381,2025-07-23T21:21:00,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00002970,PFXC-000381,2025-07-23T23:58:15,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00002971,PFXC-000382,2025-10-29T00:14:06,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002972,PFXC-000382,2025-10-29T06:28:42,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00002973,PFXC-000382,2025-10-29T08:55:35,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00002974,PFXC-000382,2025-10-30T00:38:15,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00002975,PFXC-000382,2025-10-30T17:02:34,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00002976,PFXC-000383,2026-04-09T16:50:23,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002977,PFXC-000383,2026-04-10T00:02:20,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00002978,PFXC-000383,2026-04-10T08:07:35,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00002979,PFXC-000383,2026-04-12T18:49:01,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00002980,PFXC-000383,2026-04-16T06:20:29,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00002981,PFXC-000383,2026-04-16T07:58:29,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00002982,PFXC-000383,2026-04-16T12:47:05,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00002983,PFXC-000384,2025-05-13T15:56:37,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002984,PFXC-000384,2025-05-13T23:56:06,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00002985,PFXC-000384,2025-05-14T04:45:44,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00002986,PFXC-000384,2025-05-14T20:03:45,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Customer Service,None
EVT-00002987,PFXC-000384,2025-05-15T06:21:34,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00002988,PFXC-000384,2025-05-15T22:53:17,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Technical Support,Technical Failure
EVT-00002989,PFXC-000384,2025-05-16T21:50:25,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,Internal Review
EVT-00002990,PFXC-000384,2025-05-16T23:51:25,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00002991,PFXC-000384,2025-05-17T01:32:31,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00002992,PFXC-000385,2026-06-26T03:46:05,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002993,PFXC-000385,2026-06-26T06:14:51,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00002994,PFXC-000385,2026-06-26T09:32:10,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00002995,PFXC-000385,2026-06-27T09:36:13,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00002996,PFXC-000385,2026-06-28T03:12:56,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00002997,PFXC-000386,2026-06-04T10:31:03,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00002998,PFXC-000386,2026-06-04T17:03:03,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00002999,PFXC-000386,2026-06-04T23:22:50,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00003000,PFXC-000386,2026-06-05T22:09:27,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00003001,PFXC-000386,2026-06-06T16:22:55,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00003002,PFXC-000386,2026-06-07T09:12:15,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00003003,PFXC-000386,2026-06-10T19:13:12,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,Internal Review
EVT-00003004,PFXC-000386,2026-06-10T20:37:12,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003005,PFXC-000386,2026-06-11T03:01:01,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00003006,PFXC-000387,2026-03-12T05:38:38,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003007,PFXC-000387,2026-03-12T10:43:37,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003008,PFXC-000387,2026-03-12T20:57:10,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00003009,PFXC-000387,2026-03-13T01:10:47,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00003010,PFXC-000387,2026-03-13T14:58:25,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00003011,PFXC-000387,2026-03-14T03:12:47,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Technical Support,Technical Failure
EVT-00003012,PFXC-000387,2026-03-16T19:35:46,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003013,PFXC-000387,2026-03-16T21:23:46,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003014,PFXC-000387,2026-03-17T01:28:59,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003015,PFXC-000388,2026-04-17T05:02:38,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003016,PFXC-000388,2026-04-17T07:42:55,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00003017,PFXC-000388,2026-04-17T10:57:46,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00003018,PFXC-000388,2026-04-18T09:33:23,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00003019,PFXC-000388,2026-04-18T16:30:42,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003020,PFXC-000388,2026-04-19T02:59:02,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003021,PFXC-000388,2026-04-23T00:37:06,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Fraud Review,Internal Review
EVT-00003022,PFXC-000388,2026-04-23T02:04:06,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00003023,PFXC-000388,2026-04-23T05:49:35,Closure,Pending Approval,Resolved,Operations,No,Fraud Review,Fraud Review,None
EVT-00003024,PFXC-000389,2026-01-03T17:09:53,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003025,PFXC-000389,2026-01-03T19:30:05,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00003026,PFXC-000389,2026-01-04T06:15:21,Review,In Triage,In Investigation,Payment Operations,No,Fraud Review,Fraud Review,None
EVT-00003027,PFXC-000389,2026-01-04T12:17:15,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003028,PFXC-000389,2026-01-05T04:21:06,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Refund Approval,None
EVT-00003029,PFXC-000389,2026-01-06T01:41:51,Escalation,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00003030,PFXC-000389,2026-01-09T15:04:09,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,None
EVT-00003031,PFXC-000389,2026-01-09T16:21:09,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00003032,PFXC-000389,2026-01-09T22:00:12,Closure,Pending Approval,Resolved,Operations,No,Refund Approval,Refund Approval,None
EVT-00003033,PFXC-000390,2026-04-20T21:16:52,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003034,PFXC-000390,2026-04-20T21:58:18,Assignment,Submitted,In Triage,System,Yes,Customer Service,Refund Approval,None
EVT-00003035,PFXC-000390,2026-04-21T01:19:07,Review,In Triage,In Investigation,Payment Operations,No,Refund Approval,Refund Approval,None
EVT-00003036,PFXC-000390,2026-04-21T19:03:22,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Payment Operations,None
EVT-00003037,PFXC-000390,2026-04-23T22:11:35,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Refund Approval,None
EVT-00003038,PFXC-000390,2026-04-23T23:50:17,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003039,PFXC-000390,2026-04-23T23:50:17,Closure,Pending Approval,Resolved,Operations,No,Payment Operations,Payment Operations,None
EVT-00003040,PFXC-000391,2026-04-05T18:22:42,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003041,PFXC-000391,2026-04-06T01:34:03,Assignment,Submitted,In Triage,System,Yes,Customer Service,Fraud Review,None
EVT-00003042,PFXC-000391,2026-04-06T04:20:22,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Fraud Review,Fraud Review,None
EVT-00003043,PFXC-000391,2026-04-07T07:32:12,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Fraud Review,Fraud Review,Customer
EVT-00003044,PFXC-000391,2026-04-07T23:07:45,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Technical Support,Technical Failure
EVT-00003045,PFXC-000391,2026-04-08T15:00:59,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Customer Service,None
EVT-00003046,PFXC-000391,2026-04-08T22:33:20,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00003047,PFXC-000392,2026-06-12T13:01:17,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003048,PFXC-000392,2026-06-12T20:57:18,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003049,PFXC-000392,2026-06-13T04:53:35,Review,In Triage,In Investigation,Payment Operations,No,Payment Operations,Payment Operations,None
EVT-00003050,PFXC-000392,2026-06-13T22:21:48,Escalation,In Investigation,In Investigation,Operations,No,Payment Operations,Payment Operations,None
EVT-00003051,PFXC-000392,2026-06-14T22:00:08,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00003052,PFXC-000392,2026-06-14T22:16:08,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003053,PFXC-000392,2026-06-15T00:04:46,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00003054,PFXC-000393,2025-12-02T09:56:02,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003055,PFXC-000393,2025-12-02T11:16:46,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003056,PFXC-000393,2025-12-02T16:58:26,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00003057,PFXC-000393,2025-12-03T07:20:56,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Technical Support,Technical Failure
EVT-00003058,PFXC-000393,2025-12-04T14:37:46,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,None
EVT-00003059,PFXC-000393,2025-12-04T17:09:46,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003060,PFXC-000393,2025-12-04T20:13:38,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003061,PFXC-000394,2026-05-28T20:29:36,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003062,PFXC-000394,2026-05-29T01:43:51,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003063,PFXC-000394,2026-05-29T09:58:24,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Technical Support,Technical Support,None
EVT-00003064,PFXC-000394,2026-05-30T18:40:41,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Technical Support,Technical Support,Customer
EVT-00003065,PFXC-000394,2026-05-31T07:31:33,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Fraud Review,None
EVT-00003066,PFXC-000394,2026-05-31T22:09:41,Escalation,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003067,PFXC-000395,2025-02-22T08:46:50,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003068,PFXC-000395,2025-02-22T12:50:58,Assignment,Submitted,In Triage,System,Yes,Customer Service,Technical Support,Technical Failure
EVT-00003069,PFXC-000395,2025-02-22T15:43:11,Review,In Triage,In Investigation,Payment Operations,No,Technical Support,Technical Support,None
EVT-00003070,PFXC-000395,2025-02-23T02:15:19,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Payment Operations,None
EVT-00003071,PFXC-000395,2025-02-25T14:43:09,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00003072,PFXC-000395,2025-02-25T14:57:09,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003073,PFXC-000395,2025-02-25T21:41:09,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00003074,PFXC-000396,2026-01-10T15:46:56,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003075,PFXC-000396,2026-01-10T18:44:24,Assignment,Submitted,In Triage,System,Yes,Customer Service,Payment Operations,None
EVT-00003076,PFXC-000396,2026-01-11T00:29:53,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Payment Operations,Payment Operations,None
EVT-00003077,PFXC-000396,2026-01-12T19:59:48,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Payment Operations,Payment Operations,Customer
EVT-00003078,PFXC-000396,2026-01-13T09:47:41,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00003079,PFXC-000396,2026-01-14T05:43:19,Assignment,In Investigation,In Investigation,Operations,No,Fraud Review,Payment Operations,None
EVT-00003080,PFXC-000396,2026-01-14T16:54:31,Assignment,In Investigation,In Investigation,Operations,No,Payment Operations,Fraud Review,None
EVT-00003081,PFXC-000396,2026-01-15T12:05:20,Escalation,In Investigation,In Investigation,Operations,No,Fraud Review,Fraud Review,None
EVT-00003082,PFXC-000396,2026-01-19T05:46:46,Decision,In Investigation,Pending Approval,Operations,No,Fraud Review,Refund Approval,None
EVT-00003083,PFXC-000396,2026-01-19T06:40:46,Notification,Pending Approval,Pending Approval,System,Yes,Fraud Review,Fraud Review,None
EVT-00003084,PFXC-000396,2026-01-19T13:12:54,Closure,Pending Approval,Resolved,Operations,No,Fraud Review,Fraud Review,None
EVT-00003085,PFXC-000397,2026-06-26T23:03:38,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003086,PFXC-000397,2026-06-27T00:15:13,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003087,PFXC-000397,2026-06-27T10:00:11,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
EVT-00003088,PFXC-000397,2026-06-27T22:12:25,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Technical Support,Technical Failure
EVT-00003089,PFXC-000397,2026-06-28T04:53:16,Assignment,In Investigation,In Investigation,Operations,No,Technical Support,Refund Approval,None
EVT-00003090,PFXC-000397,2026-06-28T10:28:11,Escalation,In Investigation,In Investigation,Operations,No,Refund Approval,Refund Approval,None
EVT-00003091,PFXC-000397,2026-07-02T11:01:27,Decision,In Investigation,Pending Approval,Operations,No,Refund Approval,Refund Approval,Internal Review
EVT-00003092,PFXC-000397,2026-07-02T12:50:27,Notification,Pending Approval,Pending Approval,System,Yes,Refund Approval,Refund Approval,None
EVT-00003093,PFXC-000397,2026-07-02T18:47:48,Closure,Pending Approval,Rejected,Operations,No,Refund Approval,Refund Approval,None
EVT-00003094,PFXC-000398,2026-04-03T15:13:00,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003095,PFXC-000398,2026-04-03T21:16:04,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003096,PFXC-000398,2026-04-03T23:23:49,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00003097,PFXC-000398,2026-04-04T07:47:31,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00003098,PFXC-000398,2026-04-04T19:35:52,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Refund Approval,None
EVT-00003099,PFXC-000398,2026-04-05T03:33:53,Assignment,In Investigation,In Investigation,Operations,No,Refund Approval,Technical Support,Technical Failure
EVT-00003100,PFXC-000398,2026-04-11T08:52:01,Decision,In Investigation,Pending Approval,Operations,No,Technical Support,Technical Support,Internal Review
EVT-00003101,PFXC-000398,2026-04-11T09:49:01,Notification,Pending Approval,Pending Approval,System,Yes,Technical Support,Technical Support,None
EVT-00003102,PFXC-000398,2026-04-11T13:28:18,Closure,Pending Approval,Rejected,Operations,No,Technical Support,Technical Support,None
EVT-00003103,PFXC-000399,2025-02-18T21:19:34,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003104,PFXC-000399,2025-02-19T05:11:11,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003105,PFXC-000399,2025-02-19T09:58:15,Evidence Request,In Triage,Awaiting Evidence,Operations,No,Customer Service,Customer Service,None
EVT-00003106,PFXC-000399,2025-02-20T15:34:27,Evidence Received,Awaiting Evidence,In Investigation,Customer,No,Customer Service,Customer Service,Customer
EVT-00003107,PFXC-000399,2025-02-21T08:51:53,Assignment,In Investigation,In Investigation,Operations,No,Customer Service,Payment Operations,None
EVT-00003108,PFXC-000399,2025-02-24T10:43:41,Decision,In Investigation,Pending Approval,Operations,No,Payment Operations,Payment Operations,None
EVT-00003109,PFXC-000399,2025-02-24T11:55:41,Notification,Pending Approval,Pending Approval,System,Yes,Payment Operations,Payment Operations,None
EVT-00003110,PFXC-000399,2025-02-24T12:30:38,Closure,Pending Approval,Rejected,Operations,No,Payment Operations,Payment Operations,None
EVT-00003111,PFXC-000400,2026-05-14T07:10:17,Submission,,Submitted,Customer,No,,Customer Service,None
EVT-00003112,PFXC-000400,2026-05-14T11:58:46,Assignment,Submitted,In Triage,System,Yes,Customer Service,Customer Service,None
EVT-00003113,PFXC-000400,2026-05-14T20:57:16,Review,In Triage,In Investigation,Payment Operations,No,Customer Service,Customer Service,None
